hsa_id,name,ownership,address,street,postal_code,city,lan_code,lat,lon,has_coordinates,phone,phone_international,care_type_tags,url_1177,coord_source,fetched_at
SE2321000131-E000000019196,"Avancerad barnsjukvård i hemmet psykiatri, Göteborg",Region,"Torpagatan 26, 416 44, Göteborg",Torpagatan 26,416 44,Göteborg,14,57.7187867410981,12.036456351474,True,010-441 00 00,+46104410000,Bup;,https://www.1177.se/hitta-vard/kontaktkort/Avancerad-barnsjukvard-i-hemmet-psykiatri-Goteborg/,1177_api_2026-08-26,2026-08-26
SE2321000230-E02334,Avd 40D Barn- och ungdomspsykiatri Sunderby sjukhus,Region,"Barn- och ungdomspsykiatri avd 40D, Sunderby sjukhus, 971 80 Luleå",Barn- och ungdomspsykiatri avd 40D,971 80,Luleå,25,,,False,0920-28 40 00,+46920284000,Bup;,https://www.1177.se/hitta-vard/kontaktkort/Avd-40D-Barn-och-ungdomspsykiatri-Sunderby-sjukhus/,,2026-08-26
SE2321000115-O49583,Avdelning 25 Bup Halmstad,Region,"Vindrosvägen 4, Halmstad",Vindrosvägen 4,,Halmstad,13,56.6674342724849,12.8540189878378,True,035-13 10 25,+4635131025,Bup;,https://www.1177.se/hitta-vard/kontaktkort/Avdelning-25-BUP-Halmstad/,1177_api_2026-08-26,2026-08-26
SE2321000040-4H34,"Avdelning S102 BUP, Barn och ungdomspsykiatriska kliniken US",Region,"Universitetssjukhuset, Ingång 29, Linköping",Universitetssjukhuset,,Linköping,05,58.4001674775444,15.6230810584331,True,010-103 11 40,+46101031140,Bup;,https://www.1177.se/hitta-vard/kontaktkort/Avdelning-S102-BUP-Barn-och-ungdomspsykiatriska-kliniken-US/,1177_api_2026-08-26,2026-08-26
SE2321000230-E02344,Barn och ungas psykiska hälsa - en väg in,Region,All kontakt med En väg in sker över telefon.,All kontakt med En väg in sker över telefon.,,All kontakt med En väg in sker över telefon.,,,,False,010-452 63 64,+46104526364,Bup;,https://www.1177.se/hitta-vard/kontaktkort/Barn-och-ungas-psykiska-halsa-en-vag-in/,,2026-08-26
SE2321000040-6V2V,"Barn och ungdomspsykiatri Mjölby, Kry Psykiatri Barn och Ungdom",Privat,"Kungsvägen 57, Mjölby",Kungsvägen 57,,Mjölby,05,58.3260752556249,15.1295048802125,True,010-205 01 00,+46102050100,Bup;,https://www.1177.se/hitta-vard/kontaktkort/Barn-och-ungdomspsykiatri-Mjolby-Kry-Psykiatri-Barn-och-Ungdom/,1177_api_2026-08-26,2026-08-26
SE2321000040-6V2T,"Barn och ungdomspsykiatri Motala, Kry Psykiatri Barn och Ungdom",Privat,"Repslagaregatan 3, Motala",Repslagaregatan 3,,Motala,05,58.535659289405,15.0354383691845,True,010-205 01 00,+46102050100,Bup;,https://www.1177.se/hitta-vard/kontaktkort/Barn-och-ungdomspsykiatri-Motala-Kry-Psykiatri-Barn-och-Ungdom/,1177_api_2026-08-26,2026-08-26
SE2321000040-4G2W,"Barn och ungdomspsykiatriska kliniken US, Linköping",Region,"Universitetssjukhuset, Tinnerbäckshuset, ingång 30, Linköping",Universitetssjukhuset,,Linköping,05,58.4001674775444,15.6230810584331,True,010-105 96 75,+46101059675,Bup;,https://www.1177.se/hitta-vard/kontaktkort/Barn-och-ungdomspsykiatriska-kliniken-US-Linkoping/,1177_api_2026-08-26,2026-08-26
SE2321000172-39CC,Barn- och ungdomshälsan,Region,,,,,,,,False,021-17 34 74,+4621173474,"Psykologverksamhet, barn och ungdom;1033;Bup;",https://www.1177.se/hitta-vard/kontaktkort/Barn-och-ungdomshalsan/,,2026-08-26
SE2321000065-7330028589984,"Barn- och ungdomshälsan 6-18 år Ljungby, Ljungby",Region,"Barn- och ungdomsmottagningen, Ljungby sjukhus, Kungshögshallen plan 5, Kungshögsgatan 25.",Barn- och ungdomsmottagningen,,Kungshögsgatan 25.,07,56.8353449689204,13.9352136498297,True,0470-58 20 30,+46470582030,"Psykologverksamhet, barn och ungdom;1033;Bup;",https://www.1177.se/hitta-vard/kontaktkort/Barn-och-ungdomshalsan-6-18-ar-Ljungby-Ljungby/,1177_api_2026-08-26,2026-08-26
SE2321000065-7330028069400,"Barn- och ungdomshälsan 6-18 år Växjö, Växjö",Region,"Västra Esplanaden 9 A, plan 2, 352 31 Växjö",Västra Esplanaden 9 A,352 31,Växjö,07,56.8812789055061,14.8012715086598,True,0470-58 20 30,+46470582030,"Psykologverksamhet, barn och ungdom;1033;Bup;",https://www.1177.se/hitta-vard/kontaktkort/Barn-och-ungdomshalsan-6-18-ar-Vaxjo-Vaxjo/,1177_api_2026-08-26,2026-08-26
SE2321000172-3D9S,Barn- och ungdomshälsan Fagersta,Region,"Västmanlands sjukhus Fagersta, våning 2, Floragatan 1, Fagersta",Västmanlands sjukhus Fagersta,,Fagersta,19,59.9968276295658,15.8092183897257,True,021-17 34 74,+4621173474,"Psykologverksamhet, barn och ungdom;1033;Bup;",https://www.1177.se/hitta-vard/kontaktkort/Barn-och-ungdomshalsan-Fagersta/,1177_api_2026-08-26,2026-08-26
SE162321000024-0079384,Barn- och ungdomshälsan i Bålsta,Region,"Centrumleden 2, BÅLSTA",Centrumleden 2,,BÅLSTA,03,59.5676329895961,17.5282614527074,True,018-617 61 70,+46186176170,"Psykologverksamhet, barn och ungdom;1033;Bup;",https://www.1177.se/hitta-vard/kontaktkort/Barn-och-ungdomshalsan-i-Balsta/,1177_api_2026-08-26,2026-08-26
SE162321000024-0073718,Barn- och ungdomshälsan i Enköping,Region,"Linbanegatan 10, Enköping",Linbanegatan 10,,Enköping,03,59.6457619143808,17.0774011776332,True,018-617 61 70,+46186176170,"Psykologverksamhet, barn och ungdom;1033;Bup;",https://www.1177.se/hitta-vard/kontaktkort/Barn-och-ungdomshalsan-i-Enkoping/,1177_api_2026-08-26,2026-08-26
SE162321000024-0073720,Barn- och ungdomshälsan i Gimo,Region,"Gimo Torg 6 (vårdcentralen), Gimo",Gimo Torg 6 (vårdcentralen),,Gimo,03,60.1724735629515,18.1852578667256,True,018-617 61 70,+46186176170,"Psykologverksamhet, barn och ungdom;1033;Bup;",https://www.1177.se/hitta-vard/kontaktkort/Barn-och-ungdomshalsan-i-Gimo/,1177_api_2026-08-26,2026-08-26
SE162321000024-0079385,Barn- och ungdomshälsan i Heby,Region,"Norra Järnvägsg 2C, 74432 HEBY",Norra Järnvägsg 2C,744 32,HEBY,03,59.9411061837762,16.8558001586817,True,018-617 61 70,+46186176170,"Psykologverksamhet, barn och ungdom;1033;Bup;",https://www.1177.se/hitta-vard/kontaktkort/Barn-och-ungdomshalsan-i-Heby/,1177_api_2026-08-26,2026-08-26
SE162321000024-0073716,Barn- och ungdomshälsan i Knivsta,Region,"Ängsbyvägen 6A (vårdcentralen), Knivsta",Ängsbyvägen 6A (vårdcentralen),,Knivsta,03,59.7242883925651,17.7852708696593,True,018-617 61 70,+46186176170,"Psykologverksamhet, barn och ungdom;1033;Bup;",https://www.1177.se/hitta-vard/kontaktkort/Barn-och-ungdomshalsan-i-Knivsta/,1177_api_2026-08-26,2026-08-26
SE162321000024-0073717,Barn- och ungdomshälsan i Tierp,Region,"Bangårdsgatan 6, Tierp",Bangårdsgatan 6,,Tierp,03,60.3437863279989,17.5189120034346,True,018-617 61 70,+46186176170,"Psykologverksamhet, barn och ungdom;1033;Bup;",https://www.1177.se/hitta-vard/kontaktkort/Barn-och-ungdomshalsan-i-Tierp/,1177_api_2026-08-26,2026-08-26
SE162321000024-0073721,Barn- och ungdomshälsan i Östervåla,Region,"Skolgatan 1, Östervåla",Skolgatan 1,,Östervåla,03,60.1830217604855,17.1742766721146,True,018-617 61 70,+46186176170,"Psykologverksamhet, barn och ungdom;1033;Bup;",https://www.1177.se/hitta-vard/kontaktkort/Barn-och-ungdomshalsan-i-Ostervala/,1177_api_2026-08-26,2026-08-26
SE162321000024-0073719,Barn- och ungdomshälsan i Östhammar,Region,"Lasarettsvägen 1 (Vårdcentralen), Östhammar",Lasarettsvägen 1 (Vårdcentralen),,Östhammar,03,60.2575323076528,18.3677040466667,True,018-617 61 70,+46186176170,"Psykologverksamhet, barn och ungdom;1033;Bup;",https://www.1177.se/hitta-vard/kontaktkort/Barn-och-ungdomshalsan-i-Osthammar/,1177_api_2026-08-26,2026-08-26
SE2321000057-9PB4,Barn- och ungdomshälsan Jönköping,Region,"Huskvarna vårdcentrum, Jönköpingsvägen 19, Huskvarna",Huskvarna vårdcentrum,,Huskvarna,06,57.789813732156,14.2728268982913,True,010-241 10 30,+46102411030,Bup;,https://www.1177.se/hitta-vard/kontaktkort/Barn-och-ungdomshalsan-Jonkoping/,1177_api_2026-08-26,2026-08-26
SE2321000073-ZB25,Barn- och ungdomshälsan Kalmar,Region,"Skeppsbrogatan 47, Kalmar",Skeppsbrogatan 47,,Kalmar,08,56.6639682372981,16.3699079839679,True,010-358 34 80,+46103583480,"Psykologverksamhet, barn och ungdom;1033;Bup;",https://www.1177.se/hitta-vard/kontaktkort/Barn-och-ungdomshalsan-Kalmar/,1177_api_2026-08-26,2026-08-26
SE2321000172-39CF,Barn- och ungdomshälsan Köping,Region,"Västmanlands sjukhus Köping, ingång 13, Glasgatan 27, Köping",Västmanlands sjukhus Köping,,Köping,19,59.5097136237474,16.004588443498,True,021-17 34 74,+4621173474,"Psykologverksamhet, barn och ungdom;1033;Bup;",https://www.1177.se/hitta-vard/kontaktkort/Barn-och-ungdomshalsan-Koping/,1177_api_2026-08-26,2026-08-26
SE2321000057-9PB6,Barn- och ungdomshälsan Nässjö,Region,"Nässjö vårdcentrum, Skansgatan 9, hus 09",Nässjö vårdcentrum,,hus 09,06,57.6549848649588,14.714056635426,True,010-241 10 30,+46102411030,Bup;,https://www.1177.se/hitta-vard/kontaktkort/Barn-och-ungdomshalsan-Nassjo/,1177_api_2026-08-26,2026-08-26
SE2321000172-3RC6,Barn- och ungdomshälsan Sala,Region,"Västmanlands sjukhus Sala, ingång 1, plan 4, Järnvägsgatan 7A, Sala",Västmanlands sjukhus Sala,,Sala,19,59.925593245114,16.6004728537,True,021-17 34 74,+4621173474,"Psykologverksamhet, barn och ungdom;1033;Bup;",https://www.1177.se/hitta-vard/kontaktkort/Barn-och-ungdomshalsan-Sala/,1177_api_2026-08-26,2026-08-26
SE2321000057-9PB7,Barn- och ungdomshälsan Värnamo,Region,"Lasarettsgatan 3B, Värnamo",Lasarettsgatan 3B,,Värnamo,06,57.1855032201994,14.0414997216416,True,010-241 10 30,+46102411030,Bup;,https://www.1177.se/hitta-vard/kontaktkort/Barn-och-ungdomshalsan-Varnamo/,1177_api_2026-08-26,2026-08-26
SE2321000073-ZB26,Barn- och ungdomshälsan Västervik,Region,"Kvarngatan 12, Västervik",Kvarngatan 12,,Västervik,08,57.758261490962,16.6405949871621,True,010-358 34 80,+46103583480,"Psykologverksamhet, barn och ungdom;1033;Bup;",https://www.1177.se/hitta-vard/kontaktkort/Barn-och-ungdomshalsan-Vastervik/,1177_api_2026-08-26,2026-08-26
SE2321000172-39CD,Barn- och ungdomshälsan Västerås,Region,"Våning 2, Västgötegatan 4A, Västerås",Våning 2,,Västerås,19,59.6080182537337,16.5420612856445,True,021-17 34 74,+4621173474,"Psykologverksamhet, barn och ungdom;1033;Bup;",https://www.1177.se/hitta-vard/kontaktkort/Barn-och-ungdomshalsan-Vasteras/,1177_api_2026-08-26,2026-08-26
SE162321000024-0069365,"Barn- och ungdomshälsan, Uppsala",Region,"S:t Olofsgatan 9B, Uppsala",S:t Olofsgatan 9B,,Uppsala,03,59.8606241796382,17.6345990232161,True,018-617 61 70,+46186176170,"Psykologverksamhet, barn och ungdom;1033;Bup;",https://www.1177.se/hitta-vard/kontaktkort/Barn-och-ungdomshalsan-Uppsala/,1177_api_2026-08-26,2026-08-26
SE2321000180-4730,"Barn- och ungdomspsykiatri Dalarna, Avdelning 68 Barn- och ungdomspsykiatri Falun",Region,"Psilanders väg 4, Falu lasarett",Psilanders väg 4,,Falu lasarett,20,60.6097985847994,15.6439284348065,True,023-49 20 70,+4623492070,Bup;,https://www.1177.se/hitta-vard/kontaktkort/Barn-och-ungdomspsykiatri-Dalarna-Avdelning-68-Barn-och-ungdomspsykiatri-Falun/,1177_api_2026-08-26,2026-08-26
SE2321000222-0000301,Barn- och ungdomspsykiatri mottagning Lycksele,Region,"Lycksele sjukhus, 921 82 Lycksele",Lycksele sjukhus,921 82,Lycksele,24,64.5848903578178,18.6792308734976,True,090-785 93 93,+46907859393,Bup;,https://www.1177.se/hitta-vard/kontaktkort/Barn-och-ungdomspsykiatri-mottagning-Lycksele/,1177_api_2026-08-26,2026-08-26
SE2321000222-0000300,Barn- och ungdomspsykiatri mottagning Skellefteå,Region,"Skelleftehamnsvägen 206 F, 932 35 Ursviken",Skelleftehamnsvägen 206 F,932 35,Ursviken,24,64.698652224355,21.189435109137,True,090-785 93 93,+46907859393,Bup;,https://www.1177.se/hitta-vard/kontaktkort/Barn-och-ungdomspsykiatri-mottagning-Skelleftea/,1177_api_2026-08-26,2026-08-26
SE2321000222-0000302,Barn- och ungdomspsykiatri mottagning Umeå,Region,"Akutvägen 4C, Norrlands universitetssjukhus, 907 37 Umeå",Akutvägen 4C,907 37,Umeå,24,63.8166287113838,20.2971103658472,True,090-785 93 93,+46907859393,Bup;,https://www.1177.se/hitta-vard/kontaktkort/Barn-och-ungdomspsykiatri-mottagning-Umea/,1177_api_2026-08-26,2026-08-26
SE162321000255-O23483,Barn- och ungdomspsykiatri Viktoriagården Malmö,Region,"Beritta Gurrisgatan 17, Malmö",Beritta Gurrisgatan 17,,Malmö,12,55.5989819150912,12.9623664901919,True,072-465 74 20,+46724657420,"Psykologverksamhet, barn och ungdom;1033;Bup;",https://www.1177.se/hitta-vard/kontaktkort/Barn-och-ungdomspsykiatri-Viktoriagarden-Malmo/,1177_api_2026-08-26,2026-08-26
SE162321000156-3QBZ,"Barn- och ungdomspsykiatri, Karlstad",Region,"Lagergrens gata 3, Karlstad",Lagergrens gata 3,,Karlstad,17,59.3731039451884,13.5093785809969,True,010-831 83 00,+46108318300,Bup;,https://www.1177.se/hitta-vard/kontaktkort/Barn-och-ungdomspsykiatri-Karlstad/,1177_api_2026-08-26,2026-08-26
SE162321000255-O31366,Barn- och ungdomspsykiatriavdelning 1 Malmö,Region,"Sticklingvägen 19, Malmö",Sticklingvägen 19,,Malmö,12,55.5695564506499,12.9605775911712,True,040-33 71 39,+4640337139,Bup;,https://www.1177.se/hitta-vard/kontaktkort/Barn-och-ungdomspsykiatriavdelning-1-Malmo/,1177_api_2026-08-26,2026-08-26
SE162321000255-O28158,Barn- och ungdomspsykiatriavdelning 2 Malmö,Region,"Sticklingvägen 19, Malmö",Sticklingvägen 19,,Malmö,12,55.5695564506499,12.9605775911712,True,040-33 17 12,+4640331712,"Psykologverksamhet, barn och ungdom;1033;Bup;",https://www.1177.se/hitta-vard/kontaktkort/Barn-och-ungdomspsykiatriavdelning-2-Malmo/,1177_api_2026-08-26,2026-08-26
SE162321000255-O23615,Barn- och ungdomspsykiatrimottagning 0-5 år Trelleborg,Region,"Algatan 27, Trelleborg",Algatan 27,,Trelleborg,12,55.3741034137815,13.1552181154531,True,076-648 62 00,+46766486200,Bup;,https://www.1177.se/hitta-vard/kontaktkort/Barn-och-ungdomspsykiatrimottagning-0-5-ar-Trelleborg/,1177_api_2026-08-26,2026-08-26
SE162321000255-O26300,Barn- och ungdomspsykiatrimottagning 1 Lund,Region,"Sofiavägen 2E, Lund",Sofiavägen 2E,,Lund,12,55.716869548502,13.1992224592527,True,046-17 44 35,+4646174435,Bup;,https://www.1177.se/hitta-vard/kontaktkort/Barn-och-ungdomspsykiatrimottagning-1-Lund/,1177_api_2026-08-26,2026-08-26
SE162321000255-O23479,Barn- och ungdomspsykiatrimottagning 1 Malmö,Region,"Cronquists gata 4D, Malmö",Cronquists gata 4D,,Malmö,12,55.5836930641191,13.0007856593982,True,040-33 16 70,+4640331670,Bup;,https://www.1177.se/hitta-vard/kontaktkort/Barn-och-ungdomspsykiatrimottagning-1-Malmo/,1177_api_2026-08-26,2026-08-26
SE162321000255-O26301,Barn- och ungdomspsykiatrimottagning 2 Lund,Region,"Sofiavägen 2H, Lund",Sofiavägen 2H,,Lund,12,55.7176936601556,13.1991038610192,True,046-17 44 35,+4646174435,Bup;,https://www.1177.se/hitta-vard/kontaktkort/Barn-och-ungdomspsykiatrimottagning-2-Lund/,1177_api_2026-08-26,2026-08-26
SE162321000255-O23480,Barn- och ungdomspsykiatrimottagning 2 Malmö,Region,"Cronquists gata 4D, Malmö",Cronquists gata 4D,,Malmö,12,55.5836930641191,13.0007856593982,True,040-33 16 70,+4640331670,Bup;,https://www.1177.se/hitta-vard/kontaktkort/Barn-och-ungdomspsykiatrimottagning-2-Malmo/,1177_api_2026-08-26,2026-08-26
SE2321000180-479V,Barn- och ungdomspsykiatrimottagning Avesta,Region,Avesta lasarett,Avesta lasarett,,Avesta lasarett,20,60.1418644467656,16.1990189555094,True,0226-49 62 79,+46226496279,Bup;,https://www.1177.se/hitta-vard/kontaktkort/Barn-och-ungdomspsykiatrimottagning-Avesta/,1177_api_2026-08-26,2026-08-26
SE2321000198-021112,Barn- och ungdomspsykiatrimottagning bedömning Gävle,Region,"Kaserngatan 48, 802 53 Gävle",Kaserngatan 48,802 53,Gävle,21,60.6661134913362,17.1501075392933,True,026-15 46 03,+4626154603,Bup;,https://www.1177.se/hitta-vard/kontaktkort/Barn-och-ungdomspsykiatrimottagning-bedomning-Gavle/,1177_api_2026-08-26,2026-08-26
SE2321000198-021113,Barn- och ungdomspsykiatrimottagning behandling Gävle,Region,"Kaserngatan 48, 802 51 Gävle",Kaserngatan 48,802 51,Gävle,21,60.666104519091,17.1501071653556,True,026-15 46 10,+4626154610,Bup;,https://www.1177.se/hitta-vard/kontaktkort/Barn-och-ungdomspsykiatrimottagning-behandling-Gavle/,1177_api_2026-08-26,2026-08-26
SE162321000255-O28159,Barn- och ungdomspsykiatrimottagning bipolär och psykos Malmö,Region,"Kattsundsgatan 21, Malmö",Kattsundsgatan 21,,Malmö,12,55.6069889230454,13.0053124921408,True,040-33 35 36,+4640333536,Bup;,https://www.1177.se/hitta-vard/kontaktkort/Barn-och-ungdomspsykiatrimottagning-bipolar-och-psykos-Malmo/,1177_api_2026-08-26,2026-08-26
SE2321000198-020970,Barn- och ungdomspsykiatrimottagning Bollnäs,Region,"Nyhedsbacken 8, 821 31 Bollnäs",Nyhedsbacken 8,821 31,Bollnäs,21,61.349178131815,16.3746155036506,True,0278-387 70,+4627838770,Bup;,https://www.1177.se/hitta-vard/kontaktkort/Barn-och-ungdomspsykiatrimottagning-Bollnas/,1177_api_2026-08-26,2026-08-26
SE2321000180-4711,Barn- och ungdomspsykiatrimottagning Borlänge,Region,"Bergebyvägen, Borlänge sjukhus",Bergebyvägen,,Borlänge sjukhus,20,60.5038303484203,15.4664403611299,True,0243-49 70 40,+46243497040,Bup;,https://www.1177.se/hitta-vard/kontaktkort/Barn-och-ungdomspsykiatrimottagning-Borlange/,1177_api_2026-08-26,2026-08-26
SE162321000255-O33149,Barn- och ungdomspsykiatrimottagning digital behandling Skåne,Region,,,,,,,,False,046-17 10 00,+4646171000,Bup;,https://www.1177.se/hitta-vard/kontaktkort/Barn-och-ungdomspsykiatrimottagning-digital-behandling-Skane/,,2026-08-26
SE162321000255-O23458,Barn- och ungdomspsykiatrimottagning Eslöv,Region,"Odengatan 66, Eslöv",Odengatan 66,,Eslöv,12,55.8407982755859,13.2813718089458,True,0413-55 60 30,+46413556030,Bup;,https://www.1177.se/hitta-vard/kontaktkort/Barn-och-ungdomspsykiatrimottagning-Eslov/,1177_api_2026-08-26,2026-08-26
SE162321000255-O28162,Barn- och ungdomspsykiatrimottagning FACT Malmö,Region,"Velandergatan 122, Malmö",Velandergatan 122,,Malmö,12,55.5692290103419,12.9911289395872,True,040-33 17 07,+4640331707,Bup;,https://www.1177.se/hitta-vard/kontaktkort/Barn-och-ungdomspsykiatrimottagning-FACT-Malmo/,1177_api_2026-08-26,2026-08-26
SE2321000180-479W,Barn- och ungdomspsykiatrimottagning Falun,Region,"Psilanders väg 1, Falu lasarett",Psilanders väg 1,,Falu lasarett,20,60.6101058860205,15.6457162052664,True,023-49 12 00,+4623491200,Bup;,https://www.1177.se/hitta-vard/kontaktkort/Barn-och-ungdomspsykiatrimottagning-Falun/,1177_api_2026-08-26,2026-08-26
SE162321000255-O23462,Barn- och ungdomspsykiatrimottagning Första linjen Lund,Region,"Stora Södergatan 47, Lund",Stora Södergatan 47,,Lund,12,55.6985590560949,13.1908325717993,True,077-117 14 85,+46771171485,Bup;,https://www.1177.se/hitta-vard/kontaktkort/Barn-och-ungdomspsykiatrimottagning-Forsta-linjen-Lund/,1177_api_2026-08-26,2026-08-26
SE162321000255-O23461,Barn- och ungdomspsykiatrimottagning Första linjen Kristianstad,Region,"Lasarettsboulevarden 4A, Kristianstad",Lasarettsboulevarden 4A,,Kristianstad,12,56.0298997820499,14.1614910299671,True,077-117 14 85,+46771171485,Bup;,https://www.1177.se/hitta-vard/kontaktkort/Barn-och-ungdomspsykiatrimottagning-Forsta-linjen-Kristianstad/,1177_api_2026-08-26,2026-08-26
SE162321000255-O23460,Barn- och ungdomspsykiatrimottagning Första linjen Helsingborg,Region,"Bruksgatan 29, Helsingborg",Bruksgatan 29,,Helsingborg,12,56.0437392931906,12.6974943611206,True,077-117 14 85,+46771171485,Bup;,https://www.1177.se/hitta-vard/kontaktkort/Barn-och-ungdomspsykiatrimottagning-Forsta-linjen-Helsingborg/,1177_api_2026-08-26,2026-08-26
SE162321000255-O25912,Barn- och ungdomspsykiatrimottagning Första linjen Ängelholm,Region,"Landshövdingevägen 7D, Ängelholm",Landshövdingevägen 7D,,Ängelholm,12,56.2396612003509,12.8584613220705,True,077-117 14 85,+46771171485,Bup;,https://www.1177.se/hitta-vard/kontaktkort/Barn-och-ungdomspsykiatrimottagning-Forsta-linjen-Angelholm/,1177_api_2026-08-26,2026-08-26
SE162321000255-O25911,Barn- och ungdomspsykiatrimottagning Första linjen Landskrona,Region,"Gösta Lundhs gata 17, Landskrona",Gösta Lundhs gata 17,,Landskrona,12,55.8791544333473,12.840109424695,True,077-117 14 85,+46771171485,Bup;,https://www.1177.se/hitta-vard/kontaktkort/Barn-och-ungdomspsykiatrimottagning-Forsta-linjen-Landskrona/,1177_api_2026-08-26,2026-08-26
SE162321000255-O23463,Barn- och ungdomspsykiatrimottagning Första linjen Malmö,Region,"Gibraltargatan 7, Malmö",Gibraltargatan 7,,Malmö,12,55.6078498366003,12.9919010455218,True,077-117 14 85,+46771171485,Bup;,https://www.1177.se/hitta-vard/kontaktkort/Barn-och-ungdomspsykiatrimottagning-Forsta-linjen-Malmo/,1177_api_2026-08-26,2026-08-26
